36	数据分析	科技园	09:32发布	12k-18k	12k-18k 经验3-5年 / 本科	体育 运营 APP推广 用户增长 用户留存	“氛围轻松，发展前景好”	移动互联网,社交 / 不需要融资 / 50-150人	加满分科技
37	数据分析师	南山区	10:26发布	13k-25k	13k-25k 经验1-3年 / 本科	视频 移动互联网 MySQL	“亿级用户 扁平管理 六险一金”	移动互联网 / C轮 / 50-150人	大宇无限
38	数据分析	南山区	10:51发布	15k-25k	15k-25k 经验1-3年 / 本科	信息安全 大数据 ETL 数仓建模	“周末双休、季度游、每周下午茶”	信息安全 / A轮 / 150-500人	永安在线
39	数据分析师	前海	10:14发布	15k-20k	15k-20k 经验3-5年 / 不限	数据分析 数据运营	“领导好，年终奖，下午茶，扁平化管理”	游戏 / B轮 / 150-500人	迷你玩
40	数据分析师	南山区	10:07发布	18k-35k	18k-35k 经验3-5年 / 本科	商业 数据分析	“大牛团队 办公环境好”	企业服务 / B轮 / 150-500人	数位科技
41	数据分析主管	南山区	20:26发布	18k-30k	18k-30k 经验5-10年 / 本科	数据库 数据分析 python	“五险一金 带薪年假 年终奖金 餐饮补贴”	移动互联网,社交 / 不需要融资 / 150-500人	爱问科技
42	数据分析师	南山区	08:41发布	8k-15k	8k-15k 经验1-3年 / 本科	游戏 商业 数据库 数据分析 SQL	“五险一金,高配团队,年终奖,带薪旅行”	移动互联网,游戏 / 不需要融资 / 150-500人	乐易网络
43	数据分析师	科技园	10:13发布	15k-30k	15k-30k 经验3-5年 / 硕士	教育 大数据 数据分析	“AI风口行业 晋升机会大 团队大牛多”	数据服务 / C轮 / 50-150人	道道
44	数据分析专员	科技园	09:50发布	6k-10k	6k-10k 经验不限 / 本科	广告营销 游戏	“4A公司,平台大,晋升快”	移动互联网,游戏 / 不需要融资 / 150-500人	蓝色光标SNK
45	储备干部/赋能培训/数据分析/无需经验8K底薪	新洲	20:25发布	8k-15k	8k-15k 经验在校/应届 / 本科	大数据 房产服务 数据挖掘 数据分析 赋能培训 沟通表达	“上市公司 包早午餐 五险一金 定期团建 绩效”	移动互联网 / 上市公司 / 2000人以上	贝壳找房（深圳）科技有限公司
46	数据分析	福田区	08:17发布	20k-30k	20k-30k 经验5-10年 / 本科	电商	“独角兽；D+轮融资”	旅游 / D轮及以上 / 500-2000人	KLOOK 客路旅行
47	数据分析师	福田区	09:16发布	10k-16k	10k-16k 经验3-5年 / 本科	电商 移动互联网 数据分析	“发展前景好”	电商,移动互联网 / B轮 / 50-150人	深圳市沃客非凡科技有限公司
48	数据分析专员	大冲	09:30发布	6k-10k	6k-10k 经验1-3年 / 本科	移动互联网 数据分析	“工作氛围好,成长空间大”	移动互联网 / C轮 / 150-500人	懒人听书
49	数据分析师	龙华新区	09:44发布	8k-15k	8k-15k 经验1-3年 / 本科	亚马逊 数据分析 跨境电商 零售 SQL	“季度团建 发展前景 绩效奖金 五险一金”	电商 / 不需要融资 / 50-150人	深圳市巨量科技有限公司
50	高级数据分析师 (MJ000197)	南山区	14:02发布	15k-22k	15k-22k 经验5-10年 / 本科	MySQL Python	“上市公司 免息购房贷款 五险一金 加班福利”	移动互联网 / 上市公司 / 500-2000人	万兴科技集团股份有限公司
51	数据分析师（初级）	福田区	18:35发布	8k-16k	8k-16k 经验3-5年 / 本科	SQLServer 数据分析 SHELL JS	“国有控股、平台稳健、管理规范、制度完善”	消费生活,其他 / D轮及以上 / 2000人以上	天安运营
52	02325T-数据分析师（商业化）	福田区	00:00发布	15k-30k	15k-30k 经验5-10年 / 本科	Hive Python	“五险一金,绩效奖金,带薪年假,定期体检”	金融 / 上市公司 / 2000人以上	平安人寿
